,agency_code,school,zip_code,year,2019_med_hh_inc,int_pubsr,int_privsr,int_commcoll,int_privjr,int_trdbusnrs,int_other,int_totalsecondary,AP_pass_pct,AP_part_pct,CTE_cred_pct,CTE_enroll_pct,enroll_All,enroll_AmericanIndian,enroll_Asian,enroll_Black,enroll_Disadvantaged,enroll_EnglishLearners,enroll_Female,enroll_Hispanic,enroll_Male,enroll_Twoormore,enroll_PacificIslander,enroll_Disabilities,enroll_White,secondary_counselors
261,600361,Butler High School,28105,2019,117852.0,202.0,36.0,159.0,2.5,10.0,86.0,494.0,0.7455048409,0.20295,,65.17,,,0.5161290323,0.6040268456,0.4535519126,0.2558139535,0.6363636364,0.3103448276,0.4732510288,,,,0.6810810811,225.25
262,600364,Military and Global Leadership,28205,2019,50200.0,5.0,2.5,11.0,,,11.0,28.0,0.0576923077,0.21164,,82.7,,,,,,,0.5263157895,,,,,,,225.25
263,600377,East Mecklenburg High School,28212,2019,46688.0,129.0,25.0,211.0,,2.5,60.0,426.0,0.5200945626,0.121,,66.73,,,0.5882352941,0.4886363636,0.4383561644,,0.5307017544,0.3909090909,0.4898989899,,,,0.6774193548,225.25
264,600386,Hawthorne Academy of Health Sciences,28205,2019,50200.0,27.0,2.5,5.0,,2.5,2.5,39.0,0.1958762887,0.30522,,97.99,,,,0.7083333333,,,0.6296296296,,,,,,,225.25
265,600397,Garinger High School,28205,2019,50200.0,42.0,10.0,111.0,,14.0,210.0,387.0,0.0959409594,0.10427,,65.66,,,,0.253968254,,0.1195652174,0.3037383178,0.1741935484,0.1186440678,,,,,225.25
266,600404,Harper Middle College High,28273,2019,67621.0,44.0,8.0,18.0,,,14.0,84.0,0.775,0.15934,,40.44,,,,0.6315789474,,,0.652173913,,0.6052631579,,,,0.7435897436,225.25
267,600405,Harding University High School,28208,2019,42570.0,64.0,5.0,99.0,2.5,8.0,108.0,287.0,0.0777777778,0.10509,,58.74,,,,0.2909090909,,,0.2657342657,0.1616161616,0.222972973,,,,,225.25
268,600415,Hopewell High School,28078,2019,82225.0,126.0,17.0,90.0,2.5,5.0,151.0,391.0,0.3922413793,0.09134,,65.3,,,,0.4105263158,0.3048780488,,0.519047619,0.231884058,0.3551912568,,,,0.6388888889,225.25
269,600426,Independence High School,28227,2019,43990.0,155.0,33.0,184.0,2.5,2.5,151.0,528.0,0.4561128527,0.16387,,62.12,,,0.5,0.4534161491,0.3717948718,,0.5153846154,0.2974683544,0.3740740741,0.652173913,,,0.5379746835,225.25
270,600439,,,2019,,,,2.5,,,,2.5,,,,47.08,,,,,,,,,,,,,,225.25
271,600443,Levine Middle College High Sch,28105,2019,117852.0,66.0,16.0,12.0,,,8.0,102.0,0.7294117647,0.2913,,28.38,,,,0.6666666667,,,0.75,,0.5882352941,,,,0.7042253521,225.25
272,600445,Mallard Creek High School,28269,2019,60423.0,235.0,34.0,218.0,2.5,2.5,138.0,627.0,0.45443196,0.20318,,62.71,,,0.52,0.5441860465,0.4823529412,0.55,0.5974025974,0.4426229508,0.5,0.6333333333,,0.3035714286,0.6296296296,225.25
273,600457,Rocky River High School,28227,2019,43990.0,94.0,28.0,166.0,2.5,12.0,60.0,362.0,0.1548672566,0.10328,,61.65,,,,0.5388127854,0.4902912621,,0.5531914894,0.4017857143,0.4043715847,,,0.25,,225.25
274,600461,,,2019,,,,2.5,,,2.5,2.5,,,,,,,,,,,,,,,,,,225.25
275,600466,Myers Park High School,28209,2019,99628.0,381.0,84.0,109.0,2.5,,155.0,730.0,0.5450151057,0.28825,,51.95,,,0.7272727273,0.3767123288,0.3987341772,,0.6837837838,0.4307692308,0.6509695291,,,0.3720930233,0.79375,225.25
276,600480,North Mecklenburg High School,28078,2019,82225.0,99.0,51.0,163.0,2.5,13.0,81.0,410.0,0.3536121673,0.09408,,62.75,,,,0.5324675325,0.4886363636,,0.6195121951,0.421875,0.5196078431,,,0.3846153846,0.7640449438,225.25
277,600482,,,2019,,54.0,30.0,33.0,,,19.0,136.0,0.5120772947,0.34848,,35.0,,,,0.7719298246,0.625,,0.8020833333,,0.7,,,,0.7894736842,225.25
278,600490,Olympic High School,28273,2019,67621.0,229.0,12.0,253.0,2.5,2.5,109.0,608.0,0.3247089263,0.16536,,71.06,,,0.5555555556,0.4897959184,0.4556451613,0.4,0.5657894737,0.3571428571,0.3806451613,,,0.2380952381,0.5670103093,225.25
279,600496,Phillip O Berry Academy of Technology,28208,2019,42570.0,223.0,20.0,74.0,2.5,2.5,14.0,333.0,0.2291371994,0.25774,,88.03,,,,0.6991150442,0.5621621622,,0.6927710843,0.5633802817,0.567251462,,,,,225.25
280,600498,Performance Learning Center,28262,2019,,8.0,2.5,27.0,,5.0,2.5,48.0,0.1176470588,0.09091,,83.02,,,,0.3125,,,0.34375,,,,,,,225.25
281,600499,Charlotte-Mecklenburg Virtual High,28216,2019,64442.0,10.0,2.5,75.0,,,,86.0,0.4545454545,0.10381,,37.07,,,,,,,0.358490566,,0.303030303,,,,0.3947368421,225.25
282,600508,Providence High School,28270,2019,82270.0,256.0,60.0,103.0,2.5,,32.0,453.0,0.8333333333,0.38402,,64.4,,,0.7959183673,0.6486486486,0.5428571429,,0.8553191489,0.7,0.742081448,,,,0.83125,225.25
283,600535,South Mecklenburg High School,28210,2019,87928.0,231.0,75.0,260.0,,2.5,66.0,633.0,0.5959752322,0.32327,,56.15,,,0.6666666667,0.5751633987,0.3690987124,0.2203389831,0.5787965616,0.2920792079,0.5208333333,0.6666666667,,0.4193548387,0.735042735,225.25
284,600567,Char Eng Early College-UNCC,28262,2019,,40.0,7.0,7.0,2.5,2.5,19.0,76.0,0.6909090909,0.17516,,84.5,,,,0.7096774194,,,0.7428571429,0.5263157895,0.6428571429,,,,0.75,225.25
285,600576,West Charlotte High School,28216,2019,64442.0,129.0,6.0,122.0,,2.5,19.0,278.0,0.05,0.13537,,55.56,,,,0.3760683761,,,0.4,,0.2903225806,,,,,225.25
286,600579,West Mecklenburg High School,28214,2019,65706.0,82.0,22.0,148.0,,2.5,78.0,331.0,0.1021126761,0.1568,,81.54,,,0.5217391304,0.4380952381,,,0.4545454545,,0.3431952663,0.52,,,,225.25
287,600592,Julius L. Chambers High School,28262,2019,,66.0,32.0,205.0,2.5,9.0,76.0,389.0,0.2262773723,0.04485,,65.96,,,,0.435483871,,0.2678571429,0.4615384615,0.2478632479,0.33,,,0.3428571429,,225.25
288,600594,Merancas Middle College-CPCC,28078,2019,82225.0,38.0,2.5,9.0,2.5,,5.0,57.0,0.5689655172,0.28402,,,,,,0.6086956522,,,0.7142857143,,0.5454545455,,,,0.76,225.25
289,600302,Ardrey Kell High School,28277,2020,109251.0,489.0,90.0,142.0,,6.0,43.0,770.0,0.7529904306,0.52528,,66.71,,,,,,,,,,,,,,225.25
290,600312,William Amos Hough High,28031,2020,91151.0,313.0,63.0,171.0,2.5,2.5,42.0,592.0,0.6977777778,0.40636,,60.42,,,,,,,,,,,,,,225.25
291,600334,Cato Middle College High School,28215,2020,50704.0,66.0,7.0,6.0,,2.5,9.0,89.0,0.4242424242,0.26267,,,,,,,,,,,,,,,,225.25
292,600341,,,2020,,10.0,7.0,30.0,,2.5,17.0,66.0,0.28125,0.08475,,83.59,,,,,,,,,,,,,,225.25
293,600361,Butler High School,28105,2020,117852.0,141.0,38.0,157.0,2.5,2.5,111.0,454.0,0.6755905512,0.19309,,66.77,,,,,,,,,,,,,,225.25
294,600364,Military and Global Leadership,28205,2020,50200.0,2.5,2.5,14.0,,,8.0,28.0,0.05,0.06215,,90.4,,,,,,,,,,,,,,225.25
295,600377,East Mecklenburg High School,28212,2020,46688.0,161.0,25.0,140.0,2.5,,64.0,392.0,0.5183333333,0.199,,65.56,,,,,,,,,,,,,,225.25
296,600386,Hawthorne Academy of Health Sciences,28205,2020,50200.0,36.0,2.5,8.0,,,2.5,47.0,0.2476190476,0.25547,,95.0,,,,,,,,,,,,,,225.25
297,600397,Garinger High School,28205,2020,50200.0,49.0,15.0,137.0,2.5,5.0,231.0,438.0,0.2347826087,0.04696,,60.57,,,,,,,,,,,,,,225.25
298,600404,Harper Middle College High,28273,2020,67621.0,60.0,,2.5,,,9.0,73.0,0.7,0.23077,,,,,,,,,,,,,,,,225.25
299,600405,Harding University High School,28208,2020,42570.0,85.0,5.0,121.0,,,86.0,297.0,0.3513513514,0.04391,,63.14,,,,,,,,,,,,,,225.25
300,600415,Hopewell High School,28078,2020,82225.0,129.0,24.0,139.0,2.5,9.0,100.0,403.0,0.4761904762,0.10067,,71.53,,,,,,,,,,,,,,225.25
301,600426,Independence High School,28227,2020,43990.0,176.0,19.0,194.0,,2.5,107.0,499.0,0.4041958042,0.19249,,68.45,,,,,,,,,,,,,,225.25
302,600439,,,2020,,,,2.5,,,2.5,2.5,,,,79.6,,,,,,,,,,,,,,225.25
303,600443,Levine Middle College High Sch,28105,2020,117852.0,43.0,15.0,8.0,,,16.0,82.0,0.6216216216,0.26106,,,,,,,,,,,,,,,,225.25
304,600445,Mallard Creek High School,28269,2020,60423.0,213.0,56.0,233.0,2.5,6.0,83.0,593.0,0.5907692308,0.15887,,64.31,,,,,,,,,,,,,,225.25
305,600457,Rocky River High School,28227,2020,43990.0,76.0,14.0,163.0,2.5,5.0,97.0,357.0,0.2216981132,0.11449,,67.35,,,,,,,,,,,,,,225.25
306,600461,,,2020,,,,,,,2.5,2.5,,,,,,,,,,,,,,,,,,225.25
307,600466,Myers Park High School,28209,2020,99628.0,406.0,115.0,90.0,2.5,,154.0,766.0,0.5927230047,0.0,,50.09,,,,,,,,,,,,,,225.25
308,600480,North Mecklenburg High School,28078,2020,82225.0,140.0,40.0,195.0,2.5,27.0,95.0,498.0,0.4823943662,0.10569,,64.23,,,,,,,,,,,,,,225.25
309,600482,,,2020,,62.0,26.0,27.0,,5.0,16.0,136.0,0.5371900826,0.28785,,,,,,,,,,,,,,,,225.25
310,600490,Olympic High School,28273,2020,67621.0,233.0,15.0,225.0,2.5,5.0,117.0,597.0,0.4088050314,0.1417,,76.52,,,,,,,,,,,,,,225.25
311,600496,Phillip O Berry Academy of Technology,28208,2020,42570.0,220.0,9.0,89.0,,,29.0,347.0,0.2744565217,0.26564,,86.41,,,,,,,,,,,,,,225.25
312,600498,Performance Learning Center,28262,2020,,8.0,2.5,26.0,,2.5,6.0,46.0,,,,76.86,,,,,,,,,,,,,,225.25
313,600499,Charlotte-Mecklenburg Virtual High,28216,2020,64442.0,13.0,2.5,65.0,,,2.5,81.0,0.5813953488,0.12108,,56.95,,,,,,,,,,,,,,225.25
314,600508,Providence High School,28270,2020,82270.0,279.0,63.0,83.0,,,19.0,444.0,0.7945791726,0.3804,,67.8,,,,,,,,,,,,,,225.25
315,600535,South Mecklenburg High School,28210,2020,87928.0,270.0,77.0,271.0,2.5,2.5,155.0,776.0,0.6005221932,0.30399,,62.6,,,,,,,,,,,,,,225.25
316,600567,Char Eng Early College-UNCC,28262,2020,,33.0,5.0,13.0,,2.5,13.0,66.0,0.7627118644,0.20775,,91.55,,,,,,,,,,,,,,225.25
317,600576,West Charlotte High School,28216,2020,64442.0,121.0,2.5,121.0,,2.5,22.0,269.0,0.0714285714,0.09406,,62.23,,,,,,,,,,,,,,225.25
318,600579,West Mecklenburg High School,28214,2020,65706.0,38.0,6.0,153.0,,2.5,77.0,276.0,0.1179775281,0.12241,,82.72,,,,,,,,,,,,,,225.25
319,600582,,,2020,,7.0,2.5,2.5,,,2.5,13.0,0.425,0.28906,,,,,,,,,,,,,,,,225.25
320,600592,Julius L. Chambers High School,28262,2020,,101.0,26.0,179.0,2.5,5.0,91.0,404.0,0.1944444444,0.12758,,71.62,,,,,,,,,,,,,,225.25
